month_year,region,country,type_of_crude,volume,total_value,cif_price,prop_of_total_imports
2010-07-01,FSU,Kazakhstan,Kazakhstan Crude,20429,1516609,74.24,0.0572
2010-07-01,FSU,Other FSU countries,Other FSU Crude,9612,709843,73.85,0.0269
2010-07-01,FSU,Russian Federation,Other Russian Fed. Crude,43635,3270379,74.95,0.12210000000000001
2010-07-01,FSU,Russian Federation,Urals,57577,4326745,75.15,0.1611
2010-07-01,Europe,Denmark,Denmark Crude,5508,422133,76.64,0.0154
2010-07-01,Europe,Norway,Statfjord,3289,258003,78.44,0.0092
2010-07-01,Europe,Norway,Ekofisk,8623,664240,77.03,0.0241
2010-07-01,Europe,Norway,Other Norway Crude,17898,1364677,76.25,0.0501
2010-07-01,Europe,Norway,Oseberg,4519,347259,76.85,0.0126
2010-07-01,Europe,Norway,Gullfaks,2683,208671,77.78,0.0075
2010-07-01,Europe,Other European countries,Other Europe Crude,7727,585612,75.79,0.0216
2010-07-01,Europe,United Kingdom,Flotta,985,74859,76,0.0028000000000000004
2010-07-01,Europe,United Kingdom,Forties,4521,348676,77.12,0.0127
2010-07-01,Europe,United Kingdom,Brent Blend,4077,315987,77.5,0.011399999999999999
2010-07-01,Europe,United Kingdom,Other UK Crude,6583,505051,76.72,0.0184
2010-07-01,America,Argentina,Argentina Crude,348,27151,78.02,0.001
2010-07-01,America,Brazil,Brazil Crude,1014,72339,71.34,0.0028000000000000004
2010-07-01,America,Canada,Light Sweet (>30o API),998,75544,75.67,0.0028000000000000004
2010-07-01,America,Mexico,Maya,2482,174619,70.35,0.0069
2010-07-01,America,Venezuela,Medium (22-30o),1042,72478,69.56,0.0029
2010-07-01,America,Venezuela,Heavy (17-22o),865,61562,71.17,0.0024
2010-07-01,America,Venezuela,Extra Heavy (<17o),1406,92522,65.78,0.0039000000000000003
2010-08-01,Middle East,Iran,Other Iran Crude,6320,466243,73.78,0.0178
2010-08-01,Middle East,Iran,Iranian Heavy,10676,794393,74.41,0.0301
2010-08-01,Middle East,Iran,Iranian Light,9530,722923,75.86,0.0269
2010-08-01,Middle East,Iraq,Basrah Light,5441,416043,76.46,0.015300000000000001
2010-08-01,Middle East,Iraq,Kirkuk,4500,339603,75.47,0.0127
2010-08-01,Middle East,Iraq,Other Iraq Crude,1706,128296,75.22,0.0048
2010-08-01,Middle East,Kuwait,Kuwait Blend,2056,148990,72.47,0.0058
2010-08-01,Middle East,Saudi Arabia,Arab Light,21319,1635198,76.7,0.0601
2010-08-01,Middle East,Saudi Arabia,Berri (Extra Light),742,56117,75.63,0.0021
2010-08-01,Middle East,Syria,Souedie,3866,279880,72.4,0.0109
2010-08-01,Middle East,Syria,Syria Light,671,51754,77.08,0.0019
2010-08-01,Africa,Algeria,Saharan Blend,6884,540731,78.55,0.0194
2010-08-01,Africa,Algeria,Other Algeria Crude,2225,174404,78.38,0.0063
2010-08-01,Africa,Angola,Other Angola Crude,7586,589804,77.75,0.021400000000000002
2010-08-01,Africa,Cameroon,Cameroon Crude,1601,122927,76.8,0.0045000000000000005
2010-08-01,Africa,Congo,Congo Crude,519,39401,75.92,0.0015
2010-08-01,Africa,Congo (DR),Congo (DR) Crude,491,37455,76.36,0.0014000000000000002
2010-08-01,Africa,Egypt,Heavy (<30o API),558,47621,85.34,0.0016
2010-08-01,Africa,Egypt,Medium/Light (30-40o),1344,93261,69.39,0.0038
2010-08-01,Africa,Gabon,Other Gabon Crude,510,40591,79.59,0.0014000000000000002
2010-08-01,Africa,Libya,Medium (30-40o),15444,1166744,75.55,0.0435
2010-08-01,Africa,Libya,Heavy (<30o API),1090,83649,76.75,0.0031
2010-08-01,Africa,Libya,Light (>40o),14558,1143389,78.54,0.040999999999999995
2010-08-01,Africa,Nigeria,Medium (<33o),3312,260467,78.65,0.009300000000000001
2010-08-01,Africa,Nigeria,Light (33-45o),10117,815793,80.64,0.0285
2010-08-01,Africa,Nigeria,Condensate (>45o),1690,133178,78.8,0.0048
2010-08-01,Africa,Other African Countries,Other Africa Crude,4166,327410,78.58,0.011699999999999999
2010-08-01,Africa,Tunisia,Tunisia Crude,1532,121938,79.61,0.0043
2010-08-01,FSU,Azerbaijan,Azerbaijan Crude,15959,1283121,80.4,0.045
2010-08-01,FSU,Kazakhstan,Kazakhstan Crude,20408,1561386,76.51,0.0575
2010-08-01,FSU,Other FSU countries,Other FSU Crude,8971,677489,75.52,0.0253
2010-08-01,FSU,Russian Federation,Other Russian Fed. Crude,38667,2947991,76.24,0.109
2010-08-01,FSU,Russian Federation,Urals,49680,3749368,75.47,0.14
2010-08-01,Europe,Denmark,Denmark Crude,4624,363336,78.57,0.013000000000000001
2010-08-01,Europe,Norway,Statfjord,2511,206310,82.16,0.0070999999999999995
2010-08-01,Europe,Norway,Ekofisk,6123,483096,78.9,0.0173
2010-08-01,Europe,Norway,Other Norway Crude,21090,1653029,78.38,0.0594
2010-08-01,Europe,Norway,Oseberg,5928,477810,80.6,0.0167
2010-08-01,Europe,Norway,Gullfaks,5300,416388,78.56,0.0149
2010-08-01,Europe,Other European countries,Other Europe Crude,6829,504219,73.83,0.0192
2010-08-01,Europe,United Kingdom,Flotta,536,41253,76.96,0.0015
2010-08-01,Europe,United Kingdom,Forties,5600,441054,78.76,0.0158
2010-08-01,Europe,United Kingdom,Brent Blend,3037,240923,79.34,0.0086
2010-08-01,Europe,United Kingdom,Other UK Crude,6061,471614,77.81,0.0171
2010-08-01,America,Argentina,Argentina Crude,630,50646,80.39,0.0018
2010-08-01,America,Brazil,Brazil Crude,2791,222205,79.61,0.0079
2010-08-01,America,Colombia,Other Colombia Crude,712,51647,72.51,0.002
2010-08-01,America,Mexico,Maya,4480,310078,69.22,0.0126
2010-08-01,America,Venezuela,Medium (22-30o),1724,129852,75.33,0.0049
2010-08-01,America,Venezuela,Heavy (17-22o),430,33067,76.9,0.0012
2010-08-01,America,Venezuela,Light (>30o),1089,87036,79.95,0.0031
2010-08-01,America,Venezuela,Extra Heavy (<17o),1196,81214,67.88,0.0034000000000000002
2010-09-01,Middle East,Iran,Other Iran Crude,1617,125307,77.5,0.005
2010-09-01,Middle East,Iran,Iranian Heavy,12860,971201,75.52,0.0401
2010-09-01,Middle East,Iran,Iranian Light,3717,291288,78.37,0.0116
2010-09-01,Middle East,Iraq,Basrah Light,144,8224,57.11,4e-4
2010-09-01,Middle East,Iraq,Kirkuk,7994,611037,76.44,0.024900000000000002
2010-09-01,Middle East,Iraq,Other Iraq Crude,1002,76250,76.06,0.0031
2010-09-01,Middle East,Kuwait,Kuwait Blend,2022,152840,75.59,0.0063
2010-09-01,Middle East,Saudi Arabia,Arab Light,21475,1677145,78.1,0.0669
2010-09-01,Middle East,Saudi Arabia,Arab Heavy,17,1261,74.18,1e-4
2010-09-01,Middle East,Syria,Souedie,3932,282982,71.97,0.012199999999999999
2010-09-01,Africa,Algeria,Saharan Blend,2947,224511,76.18,0.0092
2010-09-01,Africa,Algeria,Other Algeria Crude,1295,100974,77.97,0.004
2010-09-01,Africa,Angola,Other Angola Crude,5371,405847,75.57,0.0167
2010-09-01,Africa,Congo,Congo Crude,2637,197961,75.07,0.008199999999999999
2010-09-01,Africa,Egypt,Heavy (<30o API),1096,83759,76.42,0.0034000000000000002
2010-09-01,Africa,Egypt,Medium/Light (30-40o),1437,101103,70.36,0.0045000000000000005
2010-09-01,Africa,Gabon,Other Gabon Crude,173,13397,77.44,5e-4
2010-09-01,Africa,Libya,Medium (30-40o),15820,1203087,76.05,0.0493
2010-09-01,Africa,Libya,Heavy (<30o API),1107,84847,76.65,0.0034000000000000002
2010-09-01,Africa,Libya,Light (>40o),13856,1092418,78.84,0.0432
2010-09-01,Africa,Nigeria,Medium (<33o),1856,150179,80.93,0.0058
2010-09-01,Africa,Nigeria,Light (33-45o),8551,684537,80.06,0.026600000000000002
2010-09-01,Africa,Nigeria,Condensate (>45o),174,10978,63.09,5e-4
2010-09-01,Africa,Other African Countries,Other Africa Crude,2745,208882,76.11,0.0086
2010-09-01,Africa,Tunisia,Tunisia Crude,31,2230,71.94,1e-4
2010-09-01,FSU,Azerbaijan,Azerbaijan Crude,9938,799909,80.49,0.031
2010-09-01,FSU,Kazakhstan,Kazakhstan Crude,17738,1375055,77.52,0.0553
2010-09-01,FSU,Other FSU countries,Other FSU Crude,8204,631520,76.98,0.0256
2010-09-01,FSU,Russian Federation,Other Russian Fed. Crude,41447,3198233,77.16,0.1291
2010-09-01,FSU,Russian Federation,Urals,55551,4321815,77.8,0.17309999999999998
2010-09-01,Europe,Denmark,Denmark Crude,4387,346423,78.96,0.0137
2010-09-01,Europe,Norway,Statfjord,5034,402355,79.93,0.015700000000000002
2010-09-01,Europe,Norway,Ekofisk,8656,687651,79.45,0.027000000000000003
2010-09-01,Europe,Norway,Other Norway Crude,15362,1218741,79.34,0.0479
2010-09-01,Europe,Norway,Oseberg,3873,306998,79.28,0.0121
2010-09-01,Europe,Norway,Gullfaks,3604,289193,80.24,0.011200000000000002
2010-09-01,Europe,Other European countries,Other Europe Crude,9578,742526,77.53,0.0298
2010-09-01,Europe,United Kingdom,Flotta,544,42709,78.51,0.0017000000000000001
2010-09-01,Europe,United Kingdom,Forties,6068,475814,78.42,0.0189
2010-09-01,Europe,United Kingdom,Brent Blend,1700,135999,80,0.0053
2010-09-01,Europe,United Kingdom,Other UK Crude,6603,521276,78.95,0.0206
2010-09-01,America,Argentina,Argentina Crude,451,36282,80.45,0.0014000000000000002
2010-09-01,America,Brazil,Brazil Crude,2675,199590,74.62,0.0083
2010-09-01,America,Colombia,Other Colombia Crude,141,9856,69.9,4e-4
2010-09-01,America,Ecuador,Other Ecuador Crude,484,33397,68.93,0.0015
2010-09-01,America,Mexico,Maya,3305,241452,73.05,0.0103
2010-09-01,America,Venezuela,Medium (22-30o),429,31714,73.93,0.0013
2010-09-01,America,Venezuela,Heavy (17-22o),416,30726,73.86,0.0013
2010-09-01,America,Venezuela,Extra Heavy (<17o),928,62010,66.82,0.0029
2010-10-01,Middle East,Iran,Other Iran Crude,4014,311509,77.61,0.012199999999999999
2010-10-01,Middle East,Iran,Iranian Heavy,10022,807913,80.62,0.0304
2010-10-01,Middle East,Iran,Iranian Light,2446,201199,82.27,0.0074
2010-10-01,Middle East,Iraq,Basrah Light,2045,162738,79.56,0.0062
2010-10-01,Middle East,Iraq,Kirkuk,5058,400594,79.2,0.0154
2010-10-01,Middle East,Iraq,Other Iraq Crude,1377,112267,81.53,0.0042
2010-10-01,Middle East,Saudi Arabia,Arab Light,17571,1456136,82.87,0.0533
2010-10-01,Middle East,Saudi Arabia,Berri (Extra Light),699,58919,84.29,0.0021
2010-10-01,Middle East,Syria,Souedie,3553,282895,79.62,0.0108
2010-10-01,Middle East,Syria,Syria Light,1582,132059,83.48,0.0048
2010-10-01,Africa,Algeria,Saharan Blend,3355,267721,79.79,0.0102
2010-10-01,Africa,Algeria,Other Algeria Crude,1683,139833,83.1,0.0051
2010-10-01,Africa,Angola,Other Angola Crude,3916,313927,80.16,0.011899999999999999
2010-10-01,Africa,Cameroon,Cameroon Crude,1399,110896,79.26,0.0042
2010-10-01,Africa,Congo,Congo Crude,1841,148599,80.72,0.005600000000000001
2010-10-01,Africa,Congo (DR),Congo (DR) Crude,429,36296,84.54,0.0013
2010-10-01,Africa,Egypt,Heavy (<30o API),1109,84495,76.19,0.0034000000000000002
2010-10-01,Africa,Egypt,Medium/Light (30-40o),644,44543,69.21,0.002
2010-10-01,Africa,Gabon,Other Gabon Crude,1012,84103,83.11,0.0031
2010-10-01,Africa,Libya,Medium (30-40o),12656,1013246,80.06,0.0384
2010-10-01,Africa,Libya,Heavy (<30o API),1611,132227,82.08,0.0049
2010-10-01,Africa,Libya,Light (>40o),16633,1387858,83.44,0.050499999999999996
2010-10-01,Africa,Nigeria,Medium (<33o),2816,232935,82.72,0.0085
2010-10-01,Africa,Nigeria,Light (33-45o),14302,1186871,82.99,0.0434
2010-10-01,Africa,Nigeria,Condensate (>45o),1323,110039,83.17,0.004
2010-10-01,Africa,Other African Countries,Other Africa Crude,2211,189102,85.54,0.0067
2010-10-01,FSU,Azerbaijan,Azerbaijan Crude,13569,1124856,82.9,0.0412
2010-10-01,FSU,Kazakhstan,Kazakhstan Crude,13786,1134337,82.28,0.04190000000000001
2010-10-01,FSU,Other FSU countries,Other FSU Crude,9191,744784,81.03,0.0279
2010-10-01,FSU,Russian Federation,Other Russian Fed. Crude,41100,3366172,81.9,0.12480000000000001
2010-10-01,FSU,Russian Federation,Urals,47240,3840335,81.29,0.1434
2010-10-01,Europe,Denmark,Denmark Crude,5795,487835,84.19,0.0176
2010-10-01,Europe,Norway,Statfjord,4937,418600,84.79,0.015
2010-10-01,Europe,Norway,Ekofisk,7758,651408,83.97,0.0236
2010-10-01,Europe,Norway,Other Norway Crude,22139,1851197,83.62,0.0672
2010-10-01,Europe,Norway,Oseberg,5029,429071,85.32,0.015300000000000001
2010-10-01,Europe,Norway,Gullfaks,2734,231713,84.75,0.0083
2010-10-01,Europe,Other European countries,Other Europe Crude,10142,827186,81.56,0.0308
2010-10-01,Europe,United Kingdom,Flotta,15,1241,82.71,0
2010-10-01,Europe,United Kingdom,Forties,7384,616060,83.43,0.022400000000000003
2010-10-01,Europe,United Kingdom,Brent Blend,1477,125008,84.65,0.0045000000000000005
2010-10-01,Europe,United Kingdom,Other UK Crude,7999,668224,83.54,0.024300000000000002
2010-10-01,America,Argentina,Argentina Crude,660,56740,85.97,0.002
2010-10-01,America,Brazil,Brazil Crude,1204,95759,79.53,0.0037
2010-10-01,America,Canada,Light Sweet (>30o API),668,55878,83.65,0.002
2010-10-01,America,Colombia,Other Colombia Crude,407,30562,75.09,0.0012
2010-10-01,America,Mexico,Isthmus,2998,229527,76.55,0.0091
2010-10-01,America,Mexico,Maya,4625,361444,78.16,0.013999999999999999
2010-10-01,America,Venezuela,Medium (22-30o),1023,78458,76.69,0.0031
2010-10-01,America,Venezuela,Heavy (17-22o),830,67649,81.5,0.0025
2010-10-01,America,Venezuela,Extra Heavy (<17o),1382,96254,69.63,0.0042
2010-11-01,Middle East,Abu Dhabi,Murban,700,54275,77.54,0.002
2010-11-01,Middle East,Abu Dhabi,Upper Zakum,248,18773,75.7,7.000000000000001e-4
2010-11-01,Middle East,Iran,Other Iran Crude,1265,105641,83.51,0.0037
2010-11-01,Middle East,Iran,Iranian Heavy,5693,472509,83,0.0166
2010-11-01,Middle East,Iran,Iranian Light,2569,216612,84.32,0.0075
2010-11-01,Middle East,Iraq,Basrah Light,1499,125872,83.97,0.0044
2010-11-01,Middle East,Iraq,Kirkuk,7303,603505,82.64,0.0213
2010-11-01,Middle East,Iraq,Other Iraq Crude,1228,102317,83.32,0.0036
2010-11-01,Middle East,Kuwait,Kuwait Blend,2272,167370,73.67,0.0066
2010-11-01,Middle East,Saudi Arabia,Arab Light,22744,1952108,85.83,0.0663
2010-11-01,Middle East,Syria,Souedie,3573,288305,80.69,0.0104
2010-11-01,Middle East,Syria,Syria Light,587,48798,83.13,0.0017000000000000001
2010-11-01,Africa,Algeria,Saharan Blend,2019,174446,86.39,0.0059
2010-11-01,Africa,Algeria,Other Algeria Crude,1858,161446,86.89,0.0054
2010-11-01,Africa,Angola,Other Angola Crude,7347,620957,84.52,0.021400000000000002
2010-11-01,Africa,Cameroon,Cameroon Crude,1269,104640,82.46,0.0037
2010-11-01,Africa,Congo,Congo Crude,2571,215044,83.63,0.0075
2010-11-01,Africa,Congo (DR),Congo (DR) Crude,322,29219,90.87,9e-4
2010-11-01,Africa,Egypt,Heavy (<30o API),324,27753,85.59,9e-4
2010-11-01,Africa,Egypt,Medium/Light (30-40o),2791,220967,79.16,0.008100000000000001
2010-11-01,Africa,Gabon,Rabi/Rabi Kounga,249,23318,93.65,7.000000000000001e-4
2010-11-01,Africa,Gabon,Other Gabon Crude,733,60855,82.99,0.0021
2010-11-01,Africa,Libya,Medium (30-40o),19589,1615386,82.46,0.0571
2010-11-01,Africa,Libya,Heavy (<30o API),548,46854,85.5,0.0016
2010-11-01,Africa,Libya,Light (>40o),21318,1842417,86.42,0.0622
2010-11-01,Africa,Nigeria,Medium (<33o),3058,261111,85.39,0.0089
2010-11-01,Africa,Nigeria,Light (33-45o),17203,1493816,86.83,0.050199999999999995
2010-11-01,Africa,Nigeria,Condensate (>45o),1219,106012,86.94,0.0036
2010-11-01,Africa,Other African Countries,Other Africa Crude,3466,284138,81.97,0.0101
2010-11-01,Africa,Tunisia,Tunisia Crude,965,80964,83.9,0.0028000000000000004
2010-11-01,FSU,Azerbaijan,Azerbaijan Crude,10651,904197,84.89,0.0311
2010-11-01,FSU,Kazakhstan,Kazakhstan Crude,17279,1445481,83.65,0.0504
2010-11-01,FSU,Other FSU countries,Other FSU Crude,8201,684589,83.48,0.0239
2010-11-01,FSU,Russian Federation,Other Russian Fed. Crude,41760,3522840,84.36,0.12179999999999999
2010-11-01,FSU,Russian Federation,Urals,44132,3723076,84.36,0.12869999999999998
2010-11-01,Europe,Denmark,Denmark Crude,3043,263908,86.73,0.0089
2010-11-01,Europe,Norway,Statfjord,3881,343109,88.41,0.0113
2010-11-01,Europe,Norway,Ekofisk,5824,501903,86.17,0.017
2010-11-01,Europe,Norway,Other Norway Crude,21605,1870983,86.6,0.063
2010-11-01,Europe,Norway,Oseberg,3026,264557,87.43,0.0088
2010-11-01,Europe,Norway,Gullfaks,4493,390603,86.94,0.0131
2010-11-01,Europe,Other European countries,Other Europe Crude,8351,690459,82.68,0.024399999999999998
2010-11-01,Europe,United Kingdom,Flotta,2005,171404,85.47,0.0058
2010-11-01,Europe,United Kingdom,Forties,8585,737749,85.93,0.025
2010-11-01,Europe,United Kingdom,Brent Blend,4174,364706,87.38,0.012199999999999999
2010-11-01,Europe,United Kingdom,Other UK Crude,8571,734718,85.72,0.025
2010-11-01,America,Argentina,Argentina Crude,648,56421,87.07,0.0019
2010-11-01,America,Brazil,Brazil Crude,3691,307715,83.37,0.0108
2010-11-01,America,Canada,Light Sweet (>30o API),2250,194025,86.23,0.0066
2010-11-01,America,Colombia,Other Colombia Crude,812,61928,76.31,0.0024
2010-11-01,America,Mexico,Isthmus,648,52398,80.85,0.0019
2010-11-01,America,Mexico,Maya,1688,138589,82.12,0.0049
2010-11-01,America,Venezuela,Extra Heavy (<17o),981,70636,72.01,0.0029
2010-12-01,Middle East,Abu Dhabi,Upper Zakum,1395,123507,88.54,0.0039000000000000003
2010-12-01,Middle East,Iran,Other Iran Crude,1933,169620,87.73,0.0054
2010-12-01,Middle East,Iran,Iranian Heavy,9211,809245,87.86,0.0256
2010-12-01,Middle East,Iran,Iranian Light,3431,303189,88.37,0.0095
2010-12-01,Middle East,Iraq,Basrah Light,879,74648,84.92,0.0024
2010-12-01,Middle East,Iraq,Kirkuk,4660,420927,90.32,0.0129
2010-12-01,Middle East,Iraq,Other Iraq Crude,229,20210,88.22,6e-4
2010-12-01,Middle East,Kuwait,Kuwait Blend,3032,254513,83.94,0.0084
2010-12-01,Middle East,Oman,Oman,1022,86624,84.76,0.0028000000000000004
2010-12-01,Middle East,Other Middle East Countries,Other Middle East Crude,71,6451,90.89,2e-4
2010-12-01,Middle East,Saudi Arabia,Arab Light,17821,1626278,91.25,0.0495
2010-12-01,Middle East,Saudi Arabia,Berri (Extra Light),595,55468,93.29,0.0017000000000000001
2010-12-01,Middle East,Syria,Souedie,3588,318022,88.64,0.01
2010-12-01,Middle East,Syria,Syria Light,304,29209,96.08,8e-4
2010-12-01,Africa,Algeria,Saharan Blend,3598,331604,92.17,0.01
2010-12-01,Africa,Algeria,Other Algeria Crude,1984,180536,91,0.0055000000000000005
2010-12-01,Africa,Angola,Other Angola Crude,3842,330155,85.94,0.010700000000000001
2010-12-01,Africa,Cameroon,Cameroon Crude,1204,107228,89.09,0.0033
2010-12-01,Africa,Congo,Congo Crude,1445,124454,86.13,0.004
2010-12-01,Africa,Congo (DR),Congo (DR) Crude,31,2891,94.65,1e-4
2010-12-01,Africa,Egypt,Heavy (<30o API),554,42772,77.21,0.0015
2010-12-01,Africa,Egypt,Medium/Light (30-40o),2376,212902,89.59,0.0066
2010-12-01,Africa,Gabon,Other Gabon Crude,700,61281,87.57,0.0019
2010-12-01,Africa,Libya,Medium (30-40o),17069,1513740,88.68,0.047400000000000005
2010-12-01,Africa,Libya,Heavy (<30o API),1099,97125,88.38,0.0031
2010-12-01,Africa,Libya,Light (>40o),20591,1893859,91.97,0.0572
2010-12-01,Africa,Nigeria,Medium (<33o),3958,361603,91.37,0.011000000000000001
2010-12-01,Africa,Nigeria,Light (33-45o),12968,1177176,90.78,0.036000000000000004
2010-12-01,Africa,Nigeria,Condensate (>45o),2571,212818,82.76,0.0070999999999999995
2010-12-01,Africa,Other African Countries,Other Africa Crude,6836,607794,88.91,0.019
2010-12-01,Africa,Tunisia,Tunisia Crude,421,31820,75.57,0.0012
2010-12-01,FSU,Azerbaijan,Azerbaijan Crude,18068,1682648,93.13,0.050199999999999995
2010-12-01,FSU,Kazakhstan,Kazakhstan Crude,20948,1863765,88.97,0.0582
2010-12-01,FSU,Other FSU countries,Other FSU Crude,8544,759557,88.9,0.023700000000000002
2010-12-01,FSU,Russian Federation,Other Russian Fed. Crude,40274,3611504,89.67,0.1118
2010-12-01,FSU,Russian Federation,Urals,59369,5300412,89.28,0.1649
2010-12-01,Europe,Denmark,Denmark Crude,5816,546072,93.9,0.016200000000000003
2010-12-01,Europe,Norway,Statfjord,5363,501627,93.53,0.0149
2010-12-01,Europe,Norway,Ekofisk,7667,710302,92.65,0.0213
2010-12-01,Europe,Norway,Other Norway Crude,22031,2024396,91.89,0.061200000000000004
2010-12-01,Europe,Norway,Oseberg,3767,342974,91.05,0.0105
2010-12-01,Europe,Norway,Gullfaks,5058,470324,92.99,0.013999999999999999
2010-12-01,Europe,Other European countries,Other Europe Crude,8865,790761,89.2,0.0246
2010-12-01,Europe,United Kingdom,Flotta,175,15783,90.44,5e-4
2010-12-01,Europe,United Kingdom,Forties,7859,731466,93.07,0.0218
2010-12-01,Europe,United Kingdom,Brent Blend,2386,222125,93.11,0.0066
2010-12-01,Europe,United Kingdom,Other UK Crude,6809,629050,92.39,0.0189
2010-12-01,America,Brazil,Brazil Crude,2711,239704,88.4,0.0075
2010-12-01,America,Colombia,Other Colombia Crude,1438,122687,85.34,0.004
2010-12-01,America,Mexico,Isthmus,524,46565,88.87,0.0015
2010-12-01,America,Mexico,Maya,1552,127855,82.37,0.0043
2010-12-01,America,Venezuela,Extra Heavy (<17o),1464,107678,73.56,0.0040999999999999995
2011-01-01,Middle East,Abu Dhabi,Upper Zakum,462,43466,94.15,0.0013
2011-01-01,Middle East,Iran,Other Iran Crude,1221,105197,86.17,0.0034999999999999996
2011-01-01,Middle East,Iran,Iranian Heavy,7508,704068,93.78,0.021400000000000002
2011-01-01,Middle East,Iran,Iranian Light,1002,96714,96.5,0.0029
2011-01-01,Middle East,Iraq,Basrah Light,1785,166102,93.05,0.0051
2011-01-01,Middle East,Iraq,Kirkuk,5048,485145,96.1,0.0144
2011-01-01,Middle East,Iraq,Other Iraq Crude,181,16504,90.98,5e-4
2011-01-01,Middle East,Kuwait,Kuwait Blend,1998,175553,87.86,0.005699999999999999
2011-01-01,Middle East,Oman,Oman,60,5333,88.88,2e-4
2011-01-01,Middle East,Saudi Arabia,Arab Light,22014,2126027,96.57,0.06280000000000001
2011-01-01,Middle East,Saudi Arabia,Arab Heavy,333,29670,89.1,0.001
2011-01-01,Middle East,Syria,Souedie,1911,171980,90,0.0055000000000000005
2011-01-01,Africa,Algeria,Saharan Blend,9172,909267,99.13,0.0262
2011-01-01,Africa,Algeria,Other Algeria Crude,1270,124225,97.81,0.0036
2011-01-01,Africa,Angola,Cabinda,508,48915,96.29,0.0015
2011-01-01,Africa,Angola,Other Angola Crude,6143,590734,96.17,0.0175
2011-01-01,Africa,Cameroon,Cameroon Crude,998,95376,95.57,0.0028000000000000004
2011-01-01,Africa,Congo (DR),Congo (DR) Crude,7,681,101.62,0
2011-01-01,Africa,Egypt,Heavy (<30o API),1757,151584,86.29,0.005
2011-01-01,Africa,Egypt,Medium/Light (30-40o),2670,243619,91.23,0.0076
2011-01-01,Africa,Gabon,Other Gabon Crude,1335,130795,97.97,0.0038
2011-01-01,Africa,Libya,Medium (30-40o),19754,1872547,94.8,0.0564
2011-01-01,Africa,Libya,Heavy (<30o API),1105,104323,94.45,0.0032
2011-01-01,Africa,Libya,Light (>40o),17671,1713417,96.96,0.0504
2011-01-01,Africa,Nigeria,Medium (<33o),2102,205568,97.8,0.006
2011-01-01,Africa,Nigeria,Light (33-45o),12977,1260147,97.11,0.037000000000000005
2011-01-01,Africa,Nigeria,Condensate (>45o),176,13611,77.34,5e-4
2011-01-01,Africa,Other African Countries,Other Africa Crude,3001,283878,94.59,0.0086
2011-01-01,Africa,Tunisia,Tunisia Crude,1156,101477,87.79,0.0033
2011-01-01,FSU,Azerbaijan,Azerbaijan Crude,14356,1421516,99.02,0.040999999999999995
2011-01-01,FSU,Kazakhstan,Kazakhstan Crude,19379,1824942,94.17,0.0553
2011-01-01,FSU,Other FSU countries,Other FSU Crude,7839,732859,93.49,0.022400000000000003
2011-01-01,FSU,Russian Federation,Other Russian Fed. Crude,46113,4355578,94.45,0.1316
2011-01-01,FSU,Russian Federation,Urals,51940,4915759,94.64,0.1483
2011-01-01,Europe,Denmark,Denmark Crude,5548,546050,98.42,0.0158
2011-01-01,Europe,Norway,Statfjord,4285,423672,98.86,0.012199999999999999
2011-01-01,Europe,Norway,Ekofisk,9164,907254,99,0.0262
2011-01-01,Europe,Norway,Other Norway Crude,22192,2194013,98.87,0.0633
2011-01-01,Europe,Norway,Oseberg,4888,482166,98.64,0.013999999999999999
2011-01-01,Europe,Norway,Gullfaks,3991,405029,101.49,0.011399999999999999
2011-01-01,Europe,Other European countries,Other Europe Crude,8265,775718,93.85,0.0236
2011-01-01,Europe,United Kingdom,Flotta,639,67352,105.36,0.0018
2011-01-01,Europe,United Kingdom,Forties,7881,760376,96.48,0.0225
2011-01-01,Europe,United Kingdom,Brent Blend,3796,371947,97.99,0.0108
2011-01-01,Europe,United Kingdom,Other UK Crude,6773,658616,97.24,0.019299999999999998
2011-01-01,America,Argentina,Argentina Crude,100,9660,96.6,3e-4
2011-01-01,America,Brazil,Brazil Crude,76,7515,98.93,2e-4
2011-01-01,America,Canada,Light Sweet (>30o API),673,66237,98.38,0.0019
2011-01-01,America,Colombia,Other Colombia Crude,111,9883,88.92,3e-4
2011-01-01,America,Mexico,Isthmus,500,47467,95.01,0.0014000000000000002
2011-01-01,America,Mexico,Maya,3543,312462,88.18,0.0101
2011-01-01,America,Other Latin America countries,Other Latin America Crude,765,70844,92.61,0.0022
2011-01-01,America,Venezuela,Medium (22-30o),1107,90375,81.64,0.0032
2011-01-01,America,Venezuela,Heavy (17-22o),430,38571,89.7,0.0012
2011-01-01,America,Venezuela,Extra Heavy (<17o),637,48863,76.71,0.0018
2011-02-01,Middle East,Iran,Other Iran Crude,872,85578,98.14,0.003
2011-02-01,Middle East,Iran,Iranian Heavy,5431,521179,95.96,0.0187
2011-02-01,Middle East,Iran,Iranian Light,5584,540349,96.76,0.0192
2011-02-01,Middle East,Iraq,Basrah Light,6,601,100.11,0
2011-02-01,Middle East,Iraq,Kirkuk,4614,451855,97.93,0.0159
2011-02-01,Middle East,Kuwait,Kuwait Blend,1998,198330,99.26,0.0069
2011-02-01,Middle East,Saudi Arabia,Arab Light,17846,1855816,103.99,0.0613
2011-02-01,Middle East,Syria,Souedie,2380,216617,91.02,0.008199999999999999
2011-02-01,Middle East,Syria,Syria Light,935,95467,102.1,0.0032
2011-02-01,Africa,Algeria,Saharan Blend,7319,796265,108.8,0.0252
