month_year,region,country,type_of_crude,volume,total_value,cif_price,prop_of_total_imports
2005-11-01,Africa,Tunisia,Tunisia Crude,850,43792,51.54,0.0022
2005-11-01,Australia,Papua New Guinea,Papua New Guinea Crude,1994,109351,54.85,0.0052
2005-11-01,FSU,Azerbaijan,Azerbaijan Crude,5555,322856,58.12,0.0146
2005-11-01,FSU,Azerbaijan,Azeri Light,1103,68326,61.94,0.0029
2005-11-01,FSU,Kazakhstan,Kazakhstan Crude,17079,968369,56.7,0.044800000000000006
2005-11-01,FSU,Other FSU countries,Other FSU Crude,2991,156419,52.3,0.0078000000000000005
2005-11-01,FSU,Russian Federation,Other Russian Fed. Crude,48735,2496597,51.23,0.1278
2005-11-01,FSU,Russian Federation,Urals,57222,2976118,52.01,0.15
2005-11-01,Europe,Denmark,Denmark Crude,6145,338872,55.15,0.0161
2005-11-01,Europe,Norway,Statfjord,7686,446018,58.03,0.0202
2005-11-01,Europe,Norway,Ekofisk,16733,954372,57.04,0.043899999999999995
2005-11-01,Europe,Norway,Other Norway Crude,18978,1072877,56.53,0.049800000000000004
2005-11-01,Europe,Norway,Oseberg,7324,428698,58.54,0.0192
2005-11-01,Europe,Norway,Gullfaks,11201,656168,58.58,0.0294
2005-11-01,Europe,Other European countries,Other Europe Crude,1407,72240,51.33,0.0037
2005-11-01,Europe,United Kingdom,Forties,10292,587498,57.08,0.027000000000000003
2005-11-01,Europe,United Kingdom,Brent Blend,2001,113002,56.47,0.0052
2005-11-01,Europe,United Kingdom,Other UK Crude,5758,320330,55.63,0.0151
2005-11-01,America,Mexico,Isthmus,2120,114795,54.15,0.005600000000000001
2005-11-01,America,Mexico,Maya,4013,173526,43.24,0.0105
2005-11-01,America,Other Latin America countries,Other Latin America Crude,136,4230,31.15,4e-4
2005-11-01,America,Venezuela,Medium (22-30o),2305,108039,46.87,0.006
2005-11-01,America,Venezuela,Light (>30o),2669,147628,55.31,0.006999999999999999
2005-11-01,America,Venezuela,Extra Heavy (<17o),1198,37079,30.95,0.0031
2005-12-01,Middle East,Iran,Other Iran Crude,4917,248193,50.48,0.0125
2005-12-01,Middle East,Iran,Iranian Heavy,6233,313112,50.23,0.0159
2005-12-01,Middle East,Iran,Iranian Light,8291,431357,52.02,0.021099999999999997
2005-12-01,Middle East,Iraq,Basrah Light,8690,443218,51,0.022099999999999998
2005-12-01,Middle East,Iraq,Other Iraq Crude,2039,92844,45.53,0.0052
2005-12-01,Middle East,Kuwait,Kuwait Blend,6742,339162,50.31,0.0172
2005-12-01,Middle East,Saudi Arabia,Arab Light,21544,1183050,54.91,0.054900000000000004
2005-12-01,Middle East,Saudi Arabia,Arab Medium,4753,242487,51.02,0.0121
2005-12-01,Middle East,Saudi Arabia,Arab Heavy,5691,269381,47.33,0.014499999999999999
2005-12-01,Middle East,Saudi Arabia,Berri (Extra Light),1657,92936,56.08,0.0042
2005-12-01,Middle East,Syria,Souedie,871,38670,44.4,0.0022
2005-12-01,Middle East,Syria,Syria Light,3009,171680,57.06,0.0077
2005-12-01,Africa,Algeria,Saharan Blend,11209,658050,58.71,0.0286
2005-12-01,Africa,Algeria,Other Algeria Crude,2034,119264,58.62,0.0052
2005-12-01,Africa,Angola,Cabinda,2798,151362,54.09,0.0070999999999999995
2005-12-01,Africa,Angola,Other Angola Crude,657,37385,56.88,0.0017000000000000001
2005-12-01,Africa,Cameroon,Cameroon Crude,1704,95310,55.95,0.0043
2005-12-01,Africa,Egypt,Medium/Light (30-40o),626,34922,55.79,0.0016
2005-12-01,Africa,Libya,Medium (30-40o),19350,1103945,57.05,0.0493
2005-12-01,Africa,Libya,Heavy (<30o API),1140,61819,54.22,0.0029
2005-12-01,Africa,Libya,Light (>40o),12703,742163,58.42,0.032400000000000005
2005-12-01,Africa,Nigeria,Medium (<33o),1431,85284,59.59,0.0036
2005-12-01,Africa,Nigeria,Light (33-45o),14350,860403,59.96,0.0366
2005-12-01,Africa,Other African Countries,Other Africa Crude,1143,57905,50.66,0.0029
2005-12-01,FSU,Azerbaijan,Azerbaijan Crude,3321,194637,58.6,0.0085
2005-12-01,FSU,Azerbaijan,Azeri Light,1232,72345,58.72,0.0031
2005-12-01,FSU,Kazakhstan,Kazakhstan Crude,19741,1110843,56.27,0.050300000000000004
2005-12-01,FSU,Other FSU countries,Other FSU Crude,5466,293224,53.64,0.0139
2005-12-01,FSU,Russian Federation,Other Russian Fed. Crude,51788,2731466,52.74,0.132
2005-12-01,FSU,Russian Federation,Urals,58762,3150900,53.62,0.1497
2005-12-01,Europe,Denmark,Denmark Crude,8826,508081,57.57,0.0225
2005-12-01,Europe,Norway,Statfjord,10440,613674,58.78,0.026600000000000002
2005-12-01,Europe,Norway,Ekofisk,18383,1065181,57.94,0.046799999999999994
2005-12-01,Europe,Norway,Other Norway Crude,21549,1225157,56.86,0.054900000000000004
2005-12-01,Europe,Norway,Oseberg,7290,423719,58.13,0.018600000000000002
2005-12-01,Europe,Norway,Gullfaks,8263,490739,59.39,0.021099999999999997
2005-12-01,Europe,Other European countries,Other Europe Crude,2141,124980,58.37,0.0055000000000000005
2005-12-01,Europe,United Kingdom,Flotta,364,20249,55.63,9e-4
2005-12-01,Europe,United Kingdom,Forties,7734,460668,59.56,0.0197
2005-12-01,Europe,United Kingdom,Brent Blend,3371,196905,58.41,0.0086
2005-12-01,Europe,United Kingdom,Other UK Crude,9282,513991,55.38,0.023700000000000002
2005-12-01,America,Brazil,Brazil,3676,169895,46.22,0.009399999999999999
2005-12-01,America,Mexico,Olmeca,30,1839,61.3,1e-4
2005-12-01,America,Mexico,Maya,4524,206724,45.69,0.0115
2005-12-01,America,Other Latin America countries,Other Latin America Crude,265,9540,35.95,7.000000000000001e-4
2005-12-01,America,Venezuela,Medium (22-30o),645,31199,48.37,0.0016
2005-12-01,America,Venezuela,Heavy (17-22o),259,9055,34.96,7.000000000000001e-4
2005-12-01,America,Venezuela,Light (>30o),33,2025,61.35,1e-4
2005-12-01,America,Venezuela,Extra Heavy (<17o),1468,45351,30.89,0.0037
2006-01-01,Middle East,Abu Dhabi,Murban,1002,60880,60.74,0.0026
2006-01-01,Middle East,Iran,Other Iran Crude,3365,188983,56.17,0.0087
2006-01-01,Middle East,Iran,Iranian Heavy,9808,547629,55.84,0.0254
2006-01-01,Middle East,Iran,Iranian Light,2179,126377,58,0.005600000000000001
2006-01-01,Middle East,Iraq,Basrah Light,6009,321907,53.57,0.015600000000000001
2006-01-01,Middle East,Iraq,Other Iraq Crude,3007,164196,54.61,0.0078000000000000005
2006-01-01,Middle East,Kuwait,Kuwait Blend,5674,310604,54.75,0.0147
2006-01-01,Middle East,Saudi Arabia,Arab Light,21982,1286156,58.51,0.056900000000000006
2006-01-01,Middle East,Saudi Arabia,Arab Medium,6033,352295,58.39,0.015600000000000001
2006-01-01,Middle East,Saudi Arabia,Arab Heavy,2906,150932,51.93,0.0075
2006-01-01,Middle East,Saudi Arabia,Berri (Extra Light),1768,109873,62.14,0.0046
2006-01-01,Middle East,Syria,Souedie,3369,163651,48.57,0.0087
2006-01-01,Middle East,Syria,Syria Light,2918,172184,59.01,0.0076
2006-01-01,Africa,Algeria,Saharan Blend,13323,867476,65.11,0.0345
2006-01-01,Africa,Algeria,Other Algeria Crude,1923,125230,65.12,0.005
2006-01-01,Africa,Angola,Cabinda,4431,262299,59.19,0.0115
2006-01-01,Africa,Angola,Other Angola Crude,570,31816,55.84,0.0015
2006-01-01,Africa,Cameroon,Cameroon Crude,2200,130586,59.35,0.005699999999999999
2006-01-01,Africa,Egypt,Heavy (<30o API),1094,53192,48.62,0.0028000000000000004
2006-01-01,Africa,Egypt,Medium/Light (30-40o),910,54745,60.16,0.0024
2006-01-01,Africa,Gabon,Other Gabon Crude,373,22792,61.16,0.001
2006-01-01,Africa,Libya,Medium (30-40o),16714,1046771,62.63,0.0433
2006-01-01,Africa,Libya,Heavy (<30o API),1706,95677,56.08,0.0044
2006-01-01,Africa,Libya,Light (>40o),11395,714928,62.74,0.029500000000000002
